계획,이수구분(주전공),이수구분(다전공),공학인증,교과영역,과목번호,과목명,수강유의사항,강좌유형정보,분반,교수명,개설학과,시간/학점(설계),수강인원,여석,강의시간(강의실),과정,수강대상
,교필,,,,2150103807,대학한국어1,,,,박수경,교양교육운영팀,6.0/6.0,0,0,"월 목 09:00-10:15 (진리관 11202-박수경)
월 목 10:30-11:45 (진리관 11202-박수경)",학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교필,,,,2150104301,대학한국어2,,,,김수은,교양교육운영팀,6.0/6.0,0,0,"화 금 09:00-10:15 (진리관 11114-김수은)
화 금 10:30-11:45 (진리관 11114-김수은)",학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교필,,,,2150104302,대학한국어2,,,,최지영,교양교육운영팀,6.0/6.0,0,0,"화 금 09:00-10:15 (진리관 11115-최지영)
화 금 10:30-11:45 (진리관 11115-최지영)",학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교필,,,,2150104303,대학한국어2,,,,이유경,교양교육운영팀,6.0/6.0,0,0,"화 금 09:00-10:15 (진리관 11116-이유경)
화 금 10:30-11:45 (진리관 11116-이유경)",학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교필,,,,2150104304,대학한국어2,,,,이윤자,교양교육운영팀,6.0/6.0,0,0,"화 금 09:00-10:15 (진리관 11201-이윤자)
화 금 10:30-11:45 (진리관 11201-이윤자)",학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교필,,,,2150104305,대학한국어2,,,,박순란,교양교육운영팀,6.0/6.0,0,0,"화 금 09:00-10:15 (진리관 11202-박순란)
화 금 10:30-11:45 (진리관 11202-박순란)",학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교필,,,,2150104306,대학한국어2,,,,황주하,교양교육운영팀,6.0/6.0,0,0,"화 금 09:00-10:15 (진리관 11211-황주하)
화 금 10:30-11:45 (진리관 11211-황주하)",학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교필,,,,2150104307,대학한국어2,,,,남궁정,교양교육운영팀,6.0/6.0,0,0,"화 금 09:00-10:15 (진리관 11212-남궁정)
화 금 10:30-11:45 (진리관 11212-남궁정)",학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교필,,,,2150104308,대학한국어2,,,,이윤정,교양교육운영팀,6.0/6.0,0,0,"화 금 09:00-10:15 (진리관 11104-이윤정)
화 금 10:30-11:45 (진리관 11104-이윤정)",학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교필,,,,2150104309,대학한국어2,,,,김현진,교양교육운영팀,6.0/6.0,0,0,"화 금 09:00-10:15 (진리관 11112-김현진)
화 금 10:30-11:45 (진리관 11112-김현진)",학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교선,,,"[‘23이후]과학·기술
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['19]균형교양-자연/공학(자연/과학/기술)
['16-'18]기초역량(과학정보기술-과학)
['15이전]자연과학과수리(융합-자연)",2150869301,대학화학,,,,정윤성,화학과,3.0/3.0,0,50,"화 15:00-16:15 (숭덕경상관 02317-정윤성)
화 16:30-17:45 (숭덕경상관 02317-정윤성)",학사과정,전체(화학과 제외)
,전공_AI융학보안,,,,5055511001,데이터마이닝특론,,영어,,정진홍,AI융합보안학과,3.0/3.0,0,100,"목 15:00-15:50 (-정진홍)
목 16:00-16:50 (-정진홍)
목 17:00-17:50 (-정진홍)",석박과정,전체
,전선_소프트공학,,,,5053338501,데이터모델링(기초),,,,이상준,소프트웨어공학과,3.0/3.0,0,30,"월 19:00-19:45 (-이상준)
월 20:00-20:45 (-이상준)
월 21:00-21:45 (-이상준)",석사과정,전체
,전공_건축,,,,2160487701,데이터베이스관리시스템응용건축설계,,,,,건축학과,3.0/3.0,0,100,"금 15:00-15:50 (-)
금 16:00-16:50 (-)
금 17:00-17:50 (-)",석박과정,전체
,교과목전체,,,,5055467401,데이터베이스특론,,,,이상준,AI융합보안학과,3.0/3.0,0,100,"수 19:00-19:50 (-이상준)
수 20:00-20:50 (-이상준)
수 21:00-21:50 (-이상준)",석박과정,전체
,교선,,,"[‘23이후]과학·기술
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['19]균형교양-자연/공학(자연/과학/기술)
['16-'18]기초역량(과학정보기술-정보기술)
['15이전]정보와기술(융합-자연)",2150071201,데이터분석기초(R),,,,최종석,SW교육팀,3.0/3.0,0,50,"월 13:30-14:45 (전산관 19327-최종석)
월 15:00-16:15 (전산관 19327-최종석)",학사과정,"전체학년 인문사회자연계 전체(인문대,자연대,사회대,법대,경통대,경영대) 및 자유전공학부 (대상외수강제한)"
,교선,,,"[‘23이후]과학·기술
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['19]균형교양-자연/공학(자연/과학/기술)
['16-'18]기초역량(과학정보기술-정보기술)
['15이전]정보와기술(융합-자연)",2150071202,데이터분석기초(R),,,,서유화,SW교육팀,3.0/3.0,0,50,"금 12:00-13:15 (정보과학관 21206-서유화)
금 13:30-14:45 (정보과학관 21206-서유화)",학사과정,"전체학년 이공계 전체(공대, IT대) 및 자유전공학부 (대상외수강제한)"
,공기_전문경영/데이터 교과목전체,,,,5052352301,데이터사이언스,,,,김광용,전문경영학과,3.0/3.0,0,60,"금 16:20-17:05 (-김광용)
금 17:20-18:05 (-김광용)
금 18:25-19:10 (-김광용)",석사과정,전체
,전공_에너지정책기술융합,,,,5055449901,데이터센터와전력망,,,,이원철,에너지정책·기술융합학과,3.0/3.0,0,100,"금 14:00-14:50 (-이원철)
금 15:00-15:50 (-이원철)
금 16:00-16:50 (-이원철)",석박과정,전체
,데이터 교과목전체,,,,5044723001,데이터전략경영,,,,김광용,데이터전략경영학과,3.0/3.0,0,40,"토 09:40-10:25 (-김광용)
토 10:40-11:25 (-김광용)
토 11:45-12:30 (-김광용)",석사과정,전체
,전공_안전보건,,,,5039943401,도시건축안전시공특론,,,,최수환,안전·보건융합공학과,3.0/3.0,0,100,"토 16:00-16:50 (-최수환)
토 17:00-17:50 (-최수환)
토 18:00-18:50 (-최수환)",석박과정,전체
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-한국어의사소통
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(한국어의사소통-의사소통)
['15이전]창의성과의사소통능력(핵심-창의)",2150654901,독서토론세미나,,,,손민달,교양교육운영팀,3.0/3.0,0,48,화 목 15:00-16:15 (미래관 20404-손민달),학사과정,전체학년 전체
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-한국어의사소통
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(한국어의사소통-의사소통)
['15이전]창의성과의사소통능력(핵심-창의)",2150654902,독서토론세미나,,,,박소영,교양교육운영팀,3.0/3.0,0,50,월 수 15:00-16:15 (미래관 20406-박소영),학사과정,전체학년 전체
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-한국어의사소통
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(한국어의사소통-의사소통)
['15이전]창의성과의사소통능력(핵심-창의)",2150654903,독서토론세미나,,,,김수은,교양교육운영팀,3.0/3.0,0,40,화 목 12:00-13:15 (조만식기념관 12328-김수은),학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-한국어의사소통
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(한국어의사소통-의사소통)
['15이전]창의성과의사소통능력(핵심-창의)",2150654904,독서토론세미나,,,,조성해,교양교육운영팀,3.0/3.0,0,40,화 목 12:00-13:15 (조만식기념관 12203-조성해),학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-한국어의사소통
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(한국어의사소통-의사소통)
['15이전]창의성과의사소통능력(핵심-창의)",2150654905,독서토론세미나,,,,조성해,교양교육운영팀,3.0/3.0,0,40,화 목 13:30-14:45 (조만식기념관 12208-조성해),학사과정,전체학년 ;순수외국인입학생 (대상외수강제한)
,교선,,,"[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-문화및문명)
['15이전]세계의문화와국제관계(핵심-창의)",2150527001,독일어권의사회와문화,,,,김연정,독어독문학과,2.0/2.0,0,48,"화 15:00-15:50 (미래관 20206-김연정)
화 16:00-16:50 (미래관 20206-김연정)",학사과정,전체
,교선,,,"[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-문화및문명)
['15이전]세계의문화와국제관계(핵심-창의)",2150527002,독일어권의사회와문화,,,,이민수,독어독문학과,2.0/2.0,0,48,"월 15:00-15:50 (미래관 20206-이민수)
월 16:00-16:50 (미래관 20206-이민수)",학사과정,전체
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)",2150520201,독일어입문,,,,권선형,독어독문학과,3.0/3.0,0,50,"화 16:30-17:45 (미래관 20203-권선형)
목 16:30-17:45 (미래관 20203-권선형)",학사과정,전체(독문 제외)
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)",2150520202,독일어입문,,,,권선형,독어독문학과,3.0/3.0,0,40,"화 15:00-16:15 (미래관 20301-권선형)
목 15:00-16:15 (미래관 20303-권선형)",학사과정,전체(독문 제외)
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)",2150532201,독일어회화입문,,,,윤진희,독어독문학과,3.0/3.0,0,30,화 목 13:30-14:45 (진리관 11305-윤진희),학사과정,전체(독문 제외)
,교선,,,"[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-역사·철학·종교
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]균형교양(인문학-역사)
['15이전]역사와철학(융합-인문)",2150382001,동아시아의역사와문화,,,,이유진,사학과,3.0/3.0,0,60,"수 15:00-16:15 (진리관 11516-이유진)
수 16:30-17:45 (진리관 11516-이유진)",학사과정,전체
,교선,,,"[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-역사·철학·종교
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]균형교양(인문학-역사)
['15이전]역사와철학(융합-인문)",2150382002,동아시아의역사와문화,,,,이서현,사학과,3.0/3.0,0,50,"목 15:00-16:15 (조만식기념관 12326 (조해자강의실)-이서현)
목 16:30-17:45 (조만식기념관 12326 (조해자강의실)-이서현)",학사과정,전체
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]창의/융합,균형교양-역사·철학·종교
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]균형교양(인문학-철학/사상)
['15이전]역사와철학(융합-인문)",2150138701,동양철학고전의이해,,,,김시천,철학과,3.0/3.0,0,50,"월 15:00-16:15 (교육관 06203-김시천)
월 16:30-17:45 (교육관 06203-김시천)",학사과정,전체
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]창의/융합,균형교양-역사·철학·종교
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]균형교양(인문학-철학/사상)
['15이전]역사와철학(융합-인문)",2150106201,동양철학스케치,철학과 제외,,,선병삼,철학과,3.0/3.0,0,48,"목 15:00-16:15 (조만식기념관 12202-선병삼)
목 16:30-17:45 (조만식기념관 12202-선병삼)",학사과정,전체(철학과제외)
,교선,,,"[‘23이후]과학·기술
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['19]균형교양-자연/공학(자연/과학/기술)
['16-'18]기초역량(과학정보기술-정보기술)
['15이전]정보와기술(융합-자연)",2150654501,동영상콘텐츠제작과활용,,,,김완섭,교양교육운영팀,3.0/2.0,0,50,"수 15:00-16:15 (백마관 07402 PC실습실-김완섭)
수 16:30-17:45 (백마관 07402 PC실습실-김완섭)",학사과정,전체학년 전체
,교선,,,"[‘23이후]과학·기술
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['19]균형교양-자연/공학(자연/과학/기술)
['16-'18]기초역량(과학정보기술-정보기술)
['15이전]정보와기술(융합-자연)",2150654502,동영상콘텐츠제작과활용,,,,박정아,교양교육운영팀,3.0/2.0,0,50,"목 15:00-16:15 (백마관 07402 PC실습실-박정아)
목 16:30-17:45 (백마관 07402 PC실습실-박정아)",학사과정,전체학년 전체
,교선,,,"[‘23이후]과학·기술
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['19]균형교양-자연/공학(자연/과학/기술)
['16-'18]기초역량(과학정보기술-정보기술)
['15이전]정보와기술(융합-자연)",2150654503,동영상콘텐츠제작과활용,,,,김완섭,교양교육운영팀,3.0/2.0,0,50,"수 19:30-20:45 (백마관 07402 PC실습실-김완섭)
수 21:00-22:15 (백마관 07402 PC실습실-김완섭)",학사과정,전체학년 디지털미디어(미디어경영) (대상외수강제한)
,교선,,,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]균형교양(사회과학-문화및문명)
['15이전]세계의문화와국제관계(핵심-창의)",2150081401,동유럽의사회와문화,,,,김지영,숭실학술원 행정팀,3.0/3.0,0,50,"수 09:00-10:15 (진리관 11302-김지영)
수 10:30-11:45 (진리관 11302-김지영)",학사과정,전체
,전공_화학공학,,,,2160350701,디스플레이공학,,,,이준협,화학공학과,3.0/3.0,0,100,"수 10:30-11:20 (-이준협)
수 11:30-12:20 (-이준협)
수 12:30-13:20 (-이준협)",석박과정,전체
,교선,,,"[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]균형교양(사회과학-문화및문명)
['15이전]문학과예술(융합-인문)",2150106901,디자인·문화·창의성,,녹화,,양혜진,평생교육학과,2.0/2.0,0,170,,학사과정,전체
,공기_전문경영,,,,5051244701,디지털 경영학의 이해,,,,,전문경영학과,3.0/3.0,0,40,"토 16:20-17:05 (-)
토 17:20-18:05 (-)
토 18:25-19:10 (-)",석사과정,전체
,데이터 교과목전체,,,,5055340001,디지털 리스크와 기술 거버넌스,,,,유성진,데이터전략경영학과,3.0/3.0,0,40,"토 16:20-17:05 (-유성진)
토 17:20-18:05 (-유성진)
토 18:25-19:10 (-유성진)",석사과정,전체
,전공_경영,,,,5043732001,디지털 마케팅,,,,이정규,경영학과,3.0/3.0,0,100,"수 19:00-19:50 (-이정규)
수 20:00-20:50 (-이정규)
수 21:00-21:50 (-이정규)",석박과정,전체
,전공_IT경영,,,,5054539501,디지털 전환사회와 법,,,,조용호,IT정책경영학과,3.0/3.0,0,100,"토 16:20-17:10 (-조용호)
토 17:20-18:10 (-조용호)
토 18:20-19:10 (-조용호)",석박과정,전체
,전선_글로벌비즈니스학과,,,,5053215101,디지털 통상론,,,,박미봉,글로벌비즈니스학과,3.0/3.0,0,35,목 09:00-10:15 (-박미봉),석사과정,전체 (대상외수강제한)
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-한국어의사소통
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(한국어의사소통-의사소통)
['15이전]창의성과의사소통능력(핵심-창의)",2150152801,디지털리터러시,,,,정지영,철학과,3.0/3.0,0,50,"화 13:30-14:45 (문화관 03312-정지영)
화 15:00-16:15 (문화관 03312-정지영)",학사과정,전체
,전필-글로벌미디어,복선-글로벌미디어/부선-글로벌미디어,,,2150451504,디지털미디어원리,,, (공통-재수강),정다니엘,글로벌미디어학부,3.0/3.0,0,40,"금 15:00-16:15 (정보과학관 21601-정다니엘)
금 16:30-17:45 (정보과학관 21601-정다니엘)",학사과정,전체학년 글로벌미디어
